NAME,SKU,CATEGORY,PRICE,BRAND,DESCRIPTION
HT 	32 (1-1/4”) 	125 (5”) 	Brass 	Polished CP 	1 	54 850,5285,", लजससे जल्�ी सूखतौा हैं	ै",850,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
BL  	32 (1-1/4”) 	Outer 	130 	Brass & ABS 	Matt Black 	1 	12 400,5248,", लजससे जल्�ी सूखतौा हैं	ै",400,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
BL  	32 (1-1/4”) 	Outer 	75 (3”) 	Brass 	Matt Black 	1 	24 	790,5303,", लजससे जल्�ी सूखतौा हैं	ै",790,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
.05 X 1 	Check Nut 	128,5313,", लजससे जल्�ी सूखतौा हैं	ै",128,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
40 (1-1/2”) 	Outer 	75 (3”) 	Brass 	Polished CP 	1 	40 	845,5323,", लजससे जल्�ी सूखतौा हैं	ै",845,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
40 (1-1/2”) 	Outer 	75 (3”) 	Brass 	Polished CP 	1 	40 	845,5333,", लजससे जल्�ी सूखतौा हैं	ै",845,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
50 (2”) 	Outer 	75 (3”) 	Brass 	Polished CP 	1 	40 	1390,5343,", लजससे जल्�ी सूखतौा हैं	ै",1390,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
FG  	32 (1-1/4”) 	Outer 	125 (5”) 	Brass 	French Gold 	1 	12 	1650,5345,", लजससे जल्�ी सूखतौा हैं	ै",1650,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 	Outer 	125 (5”) 	Brass 	Polished CP 	1 	114 	835,5346,", लजससे जल्�ी सूखतौा हैं	ै",835,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 	Outer 215 (8-1/2”) 	Brass 	Polished CP 	1 	30 	1280,5348,", लजससे जल्�ी सूखतौा हैं	ै",1280,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 	Outer 215 (8-1/2”) 	Brass 	Polished CP 	1 	49 	1280,5349,", लजससे जल्�ी सूखतौा हैं	ै",1280,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
40 (1-1/2”) 	Outer 	125 (5”) 	Brass 	Polished CP 	1 	26 	1120,5355,", लजससे जल्�ी सूखतौा हैं	ै",1120,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
40 (1-1/2”) 	Outer 215 (8-1/2”) 	Brass 	Polished CP 	1 	30 	2250,5358,", लजससे जल्�ी सूखतौा हैं	ै",2250,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
50 (2”) 	Outer 	125 (5”) 	Brass 	Polished CP 	1 	26 	1590,5365,", लजससे जल्�ी सूखतौा हैं	ै",1590,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 	Brass 	Polished CP 	50 	450 	260,5380,", लजससे जल्�ी सूखतौा हैं	ै",260,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
40 (1-1/2”) 	Brass 	Polished CP 	40 	360 	270,5385,", लजससे जल्�ी सूखतौा हैं	ै",270,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
40 (1-1/2”) 	600 (24”) 	Brass 	Polished CP 	1 	10 	2790,5551,", लजससे जल्�ी सूखतौा हैं	ै",2790,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
.02.03.02 X 1 	Washer for Cap 	-,5575,", लजससे जल्�ी सूखतौा हैं	ै",0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
40 (1-1/2”) 	Brass 	Polished CP 	1 	25 	1990,5585,", लजससे जल्�ी सूखतौा हैं	ै",1990,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 	750 (30”) 	SS 304 	Polished CP 	1 	18 	1090,5765,", लजससे जल्�ी सूखतौा हैं	ै",1090,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
A 	32 (1-1/4”) 	225 (9”) 	Brass 	Polished CP 	48 	595,5795,", लजससे जल्�ी सूखतौा हैं	ै",595,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
A 	32 (1-1/4”) 	300 (12”) 	Brass 	Polished CP 	48 	745,5796,", लजससे जल्�ी सूखतौा हैं	ै",745,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
A 	32 (1-1/4”) 	450 (18”) 	Brass 	Polished CP 	18 	1100,5798,", लजससे जल्�ी सूखतौा हैं	ै",1100,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
A 	32 (1-1/4”) 	600 (24”) 	Brass 	Polished CP 	28 	1480,5799,", लजससे जल्�ी सूखतौा हैं	ै",1480,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
"• Fits with Jaquar , Grohe, Kohler.",769,", लजससे जल्�ी सूखतौा हैं	ै",0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) Inner 300 (12”) 150 (6”) 	Brass 	Polished CP 1 	30 1900,5800,", लजससे जल्�ी सूखतौा हैं	ै",1900,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 	225 (9”) 	150 (6”) 	Brass 	Polished CP 	1 	30 	2200,5809,", लजससे जल्�ी सूखतौा हैं	ै",2200,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
.04 X 25 	Rubber Bush (pack of 25) 	450,5812,", लजससे जल्�ी सूखतौा हैं	ै",450,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 	450 (18”) 	150 (6”) 	Brass 	Polished CP 	1 	12 	2560,5818,", लजससे जल्�ी सूखतौा हैं	ै",2560,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
V6 H15 	32 (1-1/4”) 375 (15”) 	150 (6”) 	Brass 	Polished CP 	1 	25 	2050,5846,", लजससे जल्�ी सूखतौा हैं	ै",2050,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 	300 (12”) 	225 (9”) 	ABS 	Polished CP 	1 	25 	1140,5848,", लजससे जल्�ी सूखतौा हैं	ै",1140,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
30 	225 (9”) 	Brass 	Polished CP 	1 	48 	405,5859,", लजससे जल्�ी सूखतौा हैं	ै",405,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
30 	300 (12”) 	Brass 	Polished CP 	1 	48 	510,5862,", लजससे जल्�ी सूखतौा हैं	ै",510,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
30 	450 (18”) 	Brass 	Polished CP 	1 	18 	835,5868,", लजससे जल्�ी सूखतौा हैं	ै",835,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
30 	600 (24”) 	Brass 	Polished CP 	2 	28 	1350,5874,", लजससे जल्�ी सूखतौा हैं	ै",1350,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 	Inner 300 (12”) 	175 (7”) 	ABS 	Polished CP 	1 	48 1090,5884,", लजससे जल्�ी सूखतौा हैं	ै",1090,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 300 (12”) 300 (12”) 	Polypropylene (PP) Semi,5885,", लजससे जल्�ी सूखतौा हैं	ै",0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 	300 (12”) 	220 	ABS 	Polished 	1 	20 	690,5887,", लजससे जल्�ी सूखतौा हैं	ै",690,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 	Inner 	300 (12”) 150 (6”) 	ABS 	Polished CP 	1 	30 1580,5890,", लजससे जल्�ी सूखतौा हैं	ै",1580,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 	300 (12”) 	250 	ABS 	White 	- 	- 	840,5886,", लजससे जल्�ी सूखतौा हैं	ै",840,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
V12 H18 	32 (1-1/4”) 	450 (18”) 300 (12”) 	Brass 	Polished CP 	1 	12 2890,5896,", लजससे जल्�ी सूखतौा हैं	ै",2890,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
V18 H18 	32 (1-1/4”) 	450 (18”) 450 (18”) 	Brass 	Polished CP 	1 	12 3150,5897,", लजससे जल्�ी सूखतौा हैं	ै",3150,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 	300 (12”) 225 (9”) 	ABS 	Polished CP 	- 	- 	1240,5910,", लजससे जल्�ी सूखतौा हैं	ै",1240,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
.12 X 25 	Bottle and P trap Flat Washer (25pcs) Nut size 32mm 	-,5790,", लजससे जल्�ी सूखतौा हैं	ै",0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
V18 H9 	32 (1-1/4”) 	225 (9”) 450 (18”) 	Brass 	Polished CP 	1 	25 2700,5892,", लजससे जल्�ी सूखतौा हैं	ै",2700,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
V12 H12 	40 (1-1/2”) 	300 (12”) 300 (12”) 	Brass 	Polished CP 	1 	25 3750,5898,", लजससे जल्�ी सूखतौा हैं	ै",3750,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) Inner 300 (12”) 300 (12”) Polypropylene (PP) 	White 	1 35 398,5915,", लजससे जल्�ी सूखतौा हैं	ै",398,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 	Inner 	300 (12”) 	ABS 	Polished 	1 	25 	675,5920,", लजससे जल्�ी सूखतौा हैं	ै",675,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
40 (1-1/2”) 	Rubber 	Black 	1 	25 	35,5955,", लजससे जल्�ी सूखतौा हैं	ै",0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Outer 	15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	40 	1495,6183,", लजससे जल्�ी सूखतौा हैं	ै",1495,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
PS 	15 (1/2”) Outer 15 (1/2”) Outer 	Brass 	Polished CP 	1 	38 2890,6185,", लजससे जल्�ी सूखतौा हैं	ै",2890,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
110 	Rubber 	Black 	1 	60 	70,5957,", लजससे जल्�ी सूखतौा हैं	ै",0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	15 (1/2”) 	Outer 	Brass 	Polished CP 	-,6201,", लजससे जल्�ी सूखतौा हैं	ै",0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	120 	1105,6212,", लजससे जल्�ी सूखतौा हैं	ै",1105,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
32 (1-1/4”) 	Outer 	75 (3”) 	Brass 	Polished CP 	1 	240 720,6242,", लजससे जल्�ी सूखतौा हैं	ै",720,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	30 	-,6203,", लजससे जल्�ी सूखतौा हैं	ै",0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
M 15 (1/2”) 	Outer 	15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	60 	650,6232,", लजससे जल्�ी सूखतौा हैं	ै",650,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	90 	640,6320,", लजससे जल्�ी सूखतौा हैं	ै",640,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	64 	690,6340,", लजससे जल्�ी सूखतौा हैं	ै",690,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	50 	395,6332,", लजससे जल्�ी सूखतौा हैं	ै",395,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	Brass 	Polished CP 	1 	80 	640,6330,", लजससे जल्�ी सूखतौा हैं	ै",640,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
5  PER,LITER,• WATER FLOW-,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
Brass 	Nickel Plated 	1 	56 	725,6350,MINTUE,725,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
Mild Steel 	Zinc Plated - Silver 	1 	154 	125,6353,MINTUE,125,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
G  	15 (1/2”) 	600 (24”) 	Brass 	Gold PVD 	1 	40 	-,7004,MINTUE,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	900 (36”) 	Brass 	Polished CP 	1 	40 	770,7006,MINTUE,770,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	1200 (48”) 	Brass 	Polished CP 	1 	40 	770,7008,MINTUE,770,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
White 	12 	60 	460,6355,MINTUE,460,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	600 (24”) 	Brass 	Polished CP 	1 	65 	615,7014,MINTUE,615,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	900 (36”) 	Brass 	Polished CP 	1 	65 	635,7016,MINTUE,635,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	1200 (48”) 	Brass 	Polished CP 	1 	65 	620,7018,MINTUE,620,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
SS 304 	Brushed 	1 	6 	7950,6450,MINTUE,7950,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
ABS 	Polished CP 	1 	154 	110,7182,MINTUE,110,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
RG  	ABS 	Rose Gold 	1 	36 	460,7185,MINTUE,460,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
ABS 	White 	1 	36 	65,7190,MINTUE,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
Brass 	Polished CP 	40 	360 	270,7202,MINTUE,270,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	65 (2-1/2”) 	Brass 	Polished CP 	1 	36 	840,7203,MINTUE,840,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	ABS 	Polished CP 	1 	48 	960,7280,MINTUE,960,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	TPV 	Grey 	- 	- 	760,7207,MINTUE,760,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
.01 X 1 	Health Faucet without Hook 	1002,7388,MINTUE,1002,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
Health Faucet 	1640,7383,MINTUE,1640,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	1000 (40”/ 1m) 	ABS 	Polished CP 	1 	18 	1360,7390,MINTUE,1360,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
RG  15 (1/2”) 	1000 (40”/ 1m) 	ABS 	Rose Gold 	1 	40 2980,7395,शल�शालॉी।,2980,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Outer 	ABS 	Polished CP 	1 	40 	1220,7495,शल�शालॉी।,1220,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
.01 X 1 	Health Faucet Sleek without Hook 	620,7480,शल�शालॉी।,620,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Outer 1000 (40”/ 1m) 	ABS 	Polished CP 1 30 1390,7392,शल�शालॉी।,1390,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	1000 (40”/ 1m) 	ABS 	White 	1 	40 	740,7605,शल�शालॉी।,740,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
".01 X1 	Health Faucet - without Hose, Without Hook 	485",7600,शल�शालॉी।,485,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Inner 15 (1/2”) Inner 	1000 (40”/ 1m) 	SS 304 	CP 	20 80 	560,8014,शल�शालॉी।,560,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
BL  15 (1/2”) Inner 15 (1/2”) Inner 1250 (50”/1.25 m) SS 304 	Matt Black 15 60 1490,8015,शल�शालॉी।,1490,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Inner 15 (1/2”) Inner 	1500 (60”/1.5m ) 	SS 304 	CP 	15 60 	610,8016,शल�शालॉी।,610,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
RG  15 (1/2”) Inner 15 (1/2”) Inner 	2000 (80”) 	SS 304 	Rose Gold 10 40 2390,8018,शल�शालॉी।,2390,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Inner 15 (1/2”) Inner 	1000 (40”/ 1m) 	PVC 	Silver 	1 	65 	430,8024,शल�शालॉी।,430,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Inner 15 (1/2”) Inner 1250 (50”/1.25 m) 	PVC 	White 	1 	65 132,8050,शल�शालॉी।,132,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	1000 (40”/ 1m) 	ABS 	Polished CP 	1 	30 	1070,7542,शल�शालॉी।,1070,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
Lever & Hook Only 	450,7540,शल�शालॉी।,450,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Brass 	Polished CP 	1 	36 	530,8078,शल�शालॉी।,530,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
RG  	15 (1/2”) 	2000 (80”) 	ABS 	Rose Gold 	1 	38 	3790,8142,शल�शालॉी।,3790,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	2000 (80”) 	ABS 	Polished CP 	1 	38 	1850,8136,शल�शालॉी।,1850,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
Handshower n Hook Only 	1120,8137,शल�शालॉी।,1120,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	2000 (80”) 	ABS 	Polished CP 	1 	38 	1330,8203,शल�शालॉी।,1330,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
Hand Shower - Milano with hook 	670,8201,शल�शालॉी।,670,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	150 (6”) 	ABS 	Polished CP 	1 	45 	1290,8276,शल�शालॉी।,1290,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Inner 	225 (9”) 	150 (6”) 	SS 304 	Polished 	1 	11 	2240,8412,शल�शालॉी।,2240,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Inner 300 (12”) 	200 (8”) 	SS 304 	Polished 	1 	13 	3930,8413,शल�शालॉी।,3930,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	150 (6”) 	SS 304 	Polished 	1 	16 	1390,8418,शल�शालॉी।,1390,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	200 (8”) 	SS 304 	Polished 	1 	14 	1980,8420,शल�शालॉी।,1980,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	250 (10”) 	SS 304 	Polished 	1 	7 	3190,8421,शल�शालॉी।,3190,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	300 (12”) 	SS 304 	Polished 	1 	8 	3830,8422,शल�शालॉी।,3830,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	150 (6”) 	150 (6”) 	SS 304 	Polished 	1 	16 	1450,8425,शल�शालॉी।,1450,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	200 (8”) 	200 (8”) 	SS 304 	Polished 	1 	14 	1980,8426,शल�शालॉी।,1980,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	250 (10”) 250 (10”) 	SS 304 	Polished 	1 	7 	3190,8428,शल�शालॉी।,3190,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	300 (12”) 300 (12”) 	SS 304 	Polished 	1 	8 	3830,8430,शल�शालॉी।,3830,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	150 (6”) 	SS 304 	Polished 	1 	16 	1390,8432,शल�शालॉी।,1390,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
RG  	15 (1/2”) 	200 (8”) 	SS 304 	Rose Gold 	1 	14 	3950,8433,शल�शालॉी।,3950,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	250 (10”) 	SS 304 	Polished 	1 	7 	3190,8434,शल�शालॉी।,3190,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	300 (12”) 	SS 304 	Polished 	1 	8 	3830,8435,शल�शालॉी।,3830,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	150 (6”) 	150 (6”) 	SS 304 	Polished 	1 	16 	1390,8438,शल�शालॉी।,1390,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
FG  	15 (1/2”) 	200 (8”) 	200 (8”) 	SS 304 	French Gold 	1 	14 	3950,8441,शल�शालॉी।,3950,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 250 (10”) 250 (10”) 	SS 304 	Polished 	1 	7 	3190,8442,शल�शालॉी।,3190,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
FG  	15 (1/2”) 300 (12”) 300 (12”) 	SS 304 	French Gold 	1 	8 	6080,8444,शल�शालॉी।,6080,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
RG  	15 (1/2”) 400 (16”) 400 (16”) 	SS 304 	Rose Gold 	1 	5 	15500,8445,शल�शालॉी।,15500,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Inner 	150 (6”) 	150 (6”) 	ABS 	Polished CP 	1 	100 2590,8601,शल�शालॉी।,2590,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) Inner 	100 (4”) 	100 (4”) 	ABS 	Polished CP 	1 	10 	1350,8601A,शल�शालॉी।,1350,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Inner 	175 (7”) 	175 (7”) 	ABS 	Polished CP 	1 	100 2290,8602,शल�शालॉी।,2290,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	Inner 250 (10”) 250 (10”) 	ABS 	Polished CP 	1 	36 	3180,8604,शल�शालॉी।,3180,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	100 (4”) 	100 (4”) 	ABS 	Polished CP 	1 	16 	580,8603,शल�शालॉी।,580,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
15 (1/2”) 	150 (6”) 	150 (6”) 	ABS 	Polished CP 	1 	14 	850,8605,शल�शालॉी।,850,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
